datetime_utc,R1
2025-10-26 19:00:00+00:00,0.556314721131012990
2025-10-26 20:00:00+00:00,0.557370871308552451
2025-10-26 21:00:00+00:00,0.557137789700279273
2025-10-26 22:00:00+00:00,0.555256021372039110
2025-10-26 23:00:00+00:00,0.544629803381080246
2025-10-27 00:00:00+00:00,0.545042636881065468
2025-10-27 01:00:00+00:00,0.543541459744040445
2025-10-27 02:00:00+00:00,0.541211404367888838
2025-10-27 03:00:00+00:00,0.539410885380268601
2025-10-27 04:00:00+00:00,0.539452518706842188
2025-10-27 05:00:00+00:00,0.538091223044289135
2025-10-27 06:00:00+00:00,0.536145838986330059
2025-10-27 07:00:00+00:00,0.536129011504042019
2025-10-27 08:00:00+00:00,0.540202171007188370
2025-10-27 09:00:00+00:00,0.544293772600152770
2025-10-27 10:00:00+00:00,0.545194948751704489
2025-10-27 11:00:00+00:00,0.544005423508872044
2025-10-27 12:00:00+00:00,0.545137880982634493
2025-10-27 13:00:00+00:00,0.547262264951192678
2025-10-27 14:00:00+00:00,0.543186514787347141
2025-10-27 15:00:00+00:00,0.546581257045974711
2025-10-27 16:00:00+00:00,0.543594394508880696
2025-10-27 17:00:00+00:00,0.538254710327898844
2025-10-27 18:00:00+00:00,0.537473509898603874
2025-10-27 19:00:00+00:00,0.538008319089440801
2025-10-27 20:00:00+00:00,0.539962330664528700
2025-10-27 21:00:00+00:00,0.548788338381095753
2025-10-27 22:00:00+00:00,0.549364380338770109
2025-10-27 23:00:00+00:00,0.550882004701569894
2025-10-28 00:00:00+00:00,0.549948274843251150
2025-10-28 01:00:00+00:00,0.550501289757685197
2025-10-28 02:00:00+00:00,0.548145126306652464
2025-10-28 03:00:00+00:00,0.553755295513503554
2025-10-28 04:00:00+00:00,0.554357877680647926
2025-10-28 05:00:00+00:00,0.552294057825237328
2025-10-28 06:00:00+00:00,0.556405257687257349
2025-10-28 07:00:00+00:00,0.551571139045870518
2025-10-28 08:00:00+00:00,0.551116661456340085
2025-10-28 09:00:00+00:00,0.549848885993476699
2025-10-28 10:00:00+00:00,0.550025215514542754
2025-10-28 11:00:00+00:00,0.550814195453726785
2025-10-28 12:00:00+00:00,0.551676316251880516
2025-10-28 13:00:00+00:00,0.548956993619590161
2025-10-28 14:00:00+00:00,0.545956198230957424
2025-10-28 15:00:00+00:00,0.551901554640987335
2025-10-28 16:00:00+00:00,0.553318572675638665
2025-10-28 17:00:00+00:00,0.548282356030620921
2025-10-28 18:00:00+00:00,0.547588543756683865
2025-10-28 19:00:00+00:00,0.551550594017577556
2025-10-28 20:00:00+00:00,0.560990692664620649
2025-10-28 21:00:00+00:00,0.568597062763613881
2025-10-28 22:00:00+00:00,0.569093313675439139
2025-10-28 23:00:00+00:00,0.567091082222656917
2025-10-29 00:00:00+00:00,0.568918414782733195
2025-10-29 01:00:00+00:00,0.570156901127071070
2025-10-29 02:00:00+00:00,0.568801636199813943
2025-10-29 03:00:00+00:00,0.566039240612626560
2025-10-29 04:00:00+00:00,0.566740503896560055
2025-10-29 05:00:00+00:00,0.564297318473314324
2025-10-29 06:00:00+00:00,0.562810362924505037
2025-10-29 07:00:00+00:00,0.562754518129533698
2025-10-29 08:00:00+00:00,0.562966297779090352
2025-10-29 09:00:00+00:00,0.565153281492955406
2025-10-29 10:00:00+00:00,0.566431301002403131
2025-10-29 11:00:00+00:00,0.567253571051962169
2025-10-29 12:00:00+00:00,0.564647209660055549
2025-10-29 13:00:00+00:00,0.564467234397552975
2025-10-29 14:00:00+00:00,0.567396084139800139
2025-10-29 15:00:00+00:00,0.568187468197394629
2025-10-29 16:00:00+00:00,0.573840710219218564
2025-10-29 17:00:00+00:00,0.571494555602382492
2025-10-29 18:00:00+00:00,0.565456376589888676
2025-10-29 19:00:00+00:00,0.575249509810182413
2025-10-29 20:00:00+00:00,0.577843844797101269
2025-10-29 21:00:00+00:00,0.573530751069299960
2025-10-29 22:00:00+00:00,0.572286965081369670
2025-10-29 23:00:00+00:00,0.573931535858297925
2025-10-30 00:00:00+00:00,0.581086350964053033
2025-10-30 01:00:00+00:00,0.579136619206720438
2025-10-30 02:00:00+00:00,0.576246517255348811
2025-10-30 03:00:00+00:00,0.574190366809744224
2025-10-30 04:00:00+00:00,0.576005236253832931
2025-10-30 05:00:00+00:00,0.585334795254073947
2025-10-30 06:00:00+00:00,0.577548959179974619
2025-10-30 07:00:00+00:00,0.577801446226195337
